sin_lookupAlg19401mask_2 0
sin_lookupAlg19401increment_2 1
sin_lookupAlg19401ison_2 2
DCInpAlg1_3 3
DCInpAlg2_4 4
DCInpAlg4_5 5
WhiteNAlgNew1enable 6
WhiteNAlgNew1mxx 7
WhiteNAlgNew2enable 8
WhiteNAlgNew2mxx 9
DCInpAlg5_8 10
DCBlockAlgDoublePrec2pole_9 11
DCBlockAlgDoublePrec1pole_10 12
Gain1940AlgNS3_11 13
Gain1940AlgNS4_12 14
EQ1940Dual10B1_13 15
EQ1940Dual11B1_13 16
EQ1940Dual12B1_13 17
EQ1940Dual11A1_13 18
EQ1940Dual12A1_13 19
Gain1940AlgNS5_14 20
Gain1940AlgNS6_15 21
Gain1940AlgNS1_16 22
Gain1940AlgNS2_17 23
PEQ1Chan20B1_18 24
PEQ1Chan21B1_18 25
PEQ1Chan22B1_18 26
PEQ1Chan21A1_18 27
PEQ1Chan22A1_18 28
PEQ1Chan20B2_18 29
PEQ1Chan21B2_18 30
PEQ1Chan22B2_18 31
PEQ1Chan21A2_18 32
PEQ1Chan22A2_18 33
PEQ1Chan20B3_18 34
PEQ1Chan21B3_18 35
PEQ1Chan22B3_18 36
PEQ1Chan21A3_18 37
PEQ1Chan22A3_18 38
PEQ1Chan20B4_18 39
PEQ1Chan21B4_18 40
PEQ1Chan22B4_18 41
PEQ1Chan21A4_18 42
PEQ1Chan22A4_18 43
PEQ1Chan20B5_18 44
PEQ1Chan21B5_18 45
PEQ1Chan22B5_18 46
PEQ1Chan21A5_18 47
PEQ1Chan22A5_18 48
PEQ1Chan20B6_18 49
PEQ1Chan21B6_18 50
PEQ1Chan22B6_18 51
PEQ1Chan21A6_18 52
PEQ1Chan22A6_18 53
PEQ1Chan20B7_18 54
PEQ1Chan21B7_18 55
PEQ1Chan22B7_18 56
PEQ1Chan21A7_18 57
PEQ1Chan22A7_18 58
PEQ1Chan20B8_18 59
PEQ1Chan21B8_18 60
PEQ1Chan22B8_18 61
PEQ1Chan21A8_18 62
PEQ1Chan22A8_18 63
PEQ1Chan20B9_18 64
PEQ1Chan21B9_18 65
PEQ1Chan22B9_18 66
PEQ1Chan21A9_18 67
PEQ1Chan22A9_18 68
PEQ1Chan20B10_18 69
PEQ1Chan21B10_18 70
PEQ1Chan22B10_18 71
PEQ1Chan21A10_18 72
PEQ1Chan22A10_18 73
PEQ1Chan20B11_18 74
PEQ1Chan21B11_18 75
PEQ1Chan22B11_18 76
PEQ1Chan21A11_18 77
PEQ1Chan22A11_18 78
PEQ1Chan20B12_18 79
PEQ1Chan21B12_18 80
PEQ1Chan22B12_18 81
PEQ1Chan21A12_18 82
PEQ1Chan22A12_18 83
PEQ1Chan20B13_18 84
PEQ1Chan21B13_18 85
PEQ1Chan22B13_18 86
PEQ1Chan21A13_18 87
PEQ1Chan22A13_18 88
PEQ1Chan20B14_18 89
PEQ1Chan21B14_18 90
PEQ1Chan22B14_18 91
PEQ1Chan21A14_18 92
PEQ1Chan22A14_18 93
PEQ1Chan20B15_18 94
PEQ1Chan21B15_18 95
PEQ1Chan22B15_18 96
PEQ1Chan21A15_18 97
PEQ1Chan22A15_18 98
PEQ1Chan10B1_19 99
PEQ1Chan11B1_19 100
PEQ1Chan12B1_19 101
PEQ1Chan11A1_19 102
PEQ1Chan12A1_19 103
PEQ1Chan10B2_19 104
PEQ1Chan11B2_19 105
PEQ1Chan12B2_19 106
